Text,Class,
" Usually, words with /ɛ/ in Central Catalan correspond to /ə/ in Balearic and /e/ in Western Catalan",Not Question,
 Words with /e/ in Balearic almost always have /e/ in Central and Western Catalan as well,Not Question,
"[vague] As a result, Central Catalan has a much higher incidence of /e/",Not Question,
"In verbs, 1st person present indicative desinence is -e (∅ in verbs of the 2nd and 3rd conjugation), or -o.
E.g. parle, tem, sent (Valencian); parlo, temo, sento (Northwestern). In verbs, 1st person present indicative desinence is -o, -i or ∅ in all conjugations.
E.g. parlo (Central), parl (Balearic), parli (Northern), ('I speak').",Not Question,
"In nouns and adjectives, maintenance of /n/ of medieval plurals in proparoxytone words",Not Question,
" hòmens 'men', jóvens 'youth'",Not Question,
" In nouns and adjectives, loss of /n/ of medieval plurals in proparoxytone words.",Not Question,
" homes 'men', joves 'youth'",Not Question,
"Despite its relative lexical unity, the two dialectal blocks of Catalan (Eastern and Western) show some differences in word choices.",Not Question,
 Any lexical divergence within any of the two groups can be explained as an archaism,Not Question,
" Also, usually Central Catalan acts as an innovative element",Not Question,
"Standard Catalan, virtually accepted by all speakers, is mostly based on Eastern Catalan, which is the most widely used dialect. Nevertheless, the standards of Valencia and the Balearics admit alternative forms, mostly traditional ones, which are not current in eastern Catalonia.",Not Question,
"The most notable difference between both standards is some tonic ⟨e⟩ accentuation, for instance: francès, anglès (IEC) – francés, anglés (AVL)",Not Question,
" Nevertheless, AVL's standard keeps the grave accent ⟨è⟩, without pronouncing this ⟨e⟩ as /ɛ/, in some words like: què ('what'), or València",Not Question,
" Other divergences include the use of ⟨tl⟩ (AVL) in some words instead of ⟨tll⟩ like in ametla/ametlla ('almond'), espatla/espatlla ('back'), the use of elided demonstratives (este 'this', eixe 'that') in the same level as reinforced ones (aquest, aqueix) or the use of many verbal forms common in Valencian, and some of these common in the rest of Western Catalan too, like subjunctive mood or inchoative conjugation in -ix- at the same level as -eix- or the priority use of -e morpheme in 1st person singular in present indicative (-ar verbs): jo compre instead of jo compro ('I buy')",Not Question,
"In the Balearic Islands, IEC's standard is used but adapted for the Balearic dialect by the University of the Balearic Islands's philological section",Not Question,
" In this way, for instance, IEC says it is correct writing cantam as much as cantem ('we sing') but the University says that the priority form in the Balearic Islands must be ""cantam"" in all fields",Not Question,
" Another feature of the Balearic standard is the non-ending in the 1st person singular present indicative: jo compr ('I buy'), jo tem ('I fear'), jo dorm ('I sleep')",Not Question,
"In Alghero, the IEC has adapted its standard to the Alguerese dialect. In this standard one can find, among other features: the definite article lo instead of el, special possessive pronouns and determinants la mia ('mine'), lo sou/la sua ('his/her'), lo tou/la tua ('yours'), and so on, the use of -v- /v/ in the imperfect tense in all conjugations: cantava, creixiva, llegiva; the use of many archaic words, usual words in Alguerese: manco instead of menys ('less'), calqui u instead of algú ('someone'), qual/quala instead of quin/quina ('which'), and so on; and the adaptation of weak pronouns.",Not Question,
"In 2011, the Aragonese government passed a decree for the establishment of a new language regulator of Catalan in La Franja (the so-called Catalan-speaking areas of Aragon). The new entity, designated as Acadèmia Aragonesa del Català, shall allow a facultative education in Catalan and a standardization of the Catalan language in La Franja.",Not Question,
"Valencian is classified as a Western dialect, along with the northwestern varieties spoken in Western Catalonia (provinces of Lleida and the western half of Tarragona). The various forms of Catalan and Valencian are mutually intelligible (ranging from 90% to 95%)",Not Question,
"Linguists, including Valencian scholars, deal with Catalan and Valencian as the same language",Not Question,
" The official regulating body of the language of the Valencian Community, the Valencian Academy of Language (Acadèmia Valenciana de la Llengua, AVL) declares the linguistic unity between Valencian and Catalan varieties",Not Question,
"The AVL, created by the Valencian parliament, is in charge of dictating the official rules governing the use of Valencian, and its standard is based on the Norms of Castelló (Normes de Castelló).",Not Question,
" Currently, everyone who writes in Valencian uses this standard, except the Royal Academy of Valencian Culture (Acadèmia de Cultura Valenciana, RACV), which uses for Valencian an independent standard.",Not Question,
"Despite the position of the official organizations, an opinion poll carried out between 2001 and 2004 showed that the majority of the Valencian people consider Valencian different from Catalan",Not Question,
 This position is promoted by people who do not use Valencian regularly,Not Question,
" Furthermore, the data indicates that younger generations educated in Valencian are much less likely to hold these views",Not Question,
" A minority of Valencian scholars active in fields other than linguistics defends the position of the Royal Academy of Valencian Culture (Acadèmia de Cultura Valenciana, RACV), which uses for Valencian a standard independent from Catalan",Not Question,
This clash of opinions has sparked much controversy.,Not Question,
" For example, during the drafting of the European Constitution in 2004, the Spanish government supplied the EU with translations of the text into Basque, Galician, Catalan, and Valencian, but the latter two were identical",Not Question,
"Literary Catalan allows the use of words from different dialects, except those of very restricted use.",Not Question,
" However, from the 19th century onwards, there is a tendency of favoring words of Northern dialects in detriment of others, even though nowadays there is a greater freedom of choice",Not Question,
"Like other languages, Catalan has a large list of learned words from Greek and Latin",Not Question,
" This process started very early, and one can find such examples in Ramon Llull's work.",Not Question,
" On the fourteenth and fifteenth centuries Catalan had a number of Greco-Latin learned words much superior to other Romance languages, as it can be attested for example in Roís de Corella's writings",Not Question,
"The process of morphological derivation in Catalan follows the same principles as the other Romance languages, where agglutination is common.",Not Question,
" Many times, several affixes are appended to a preexisting lexeme, and some sound alternations can occur, for example elèctric [əˈlɛktrik] (""electrical"") vs.",Not Question,
 electricitat [ələktrisiˈtat],Not Question,
" Prefixes are usually appended to verbs, for as in preveure (""foresee"")",Not Question,
"In gender inflection, the most notable feature is (compared to Portuguese, Spanish or Italian), the loss of the typical masculine suffix -o",Not Question,
" Thus, the alternance of -o/-a, has been replaced by ø/-a.",Not Question,
" There are only a few exceptions, like minso/minsa (""scarce"")",Not Question,
" Many not completely predictable morphological alternations may occur, such as:.",Not Question,
"Catalan has few suppletive couplets, like Italian and Spanish, and unlike French. Thus, Catalan has noi/noia (""boy""/""girl"") and gall/gallina (""cock""/""hen""), whereas French has garçon/fille and coq/poule.",Not Question,
"There is a tendency to abandon traditionally gender-invariable adjectives in favour of marked ones, something prevalent in Occitan and French. Thus, one can find bullent/bullenta (""boiling"") in contrast with traditional bullent/bullent.",Not Question,
"As in the other Western Romance languages, the main plural expression is the suffix -s, which may create morphological alternations similar to the ones found in gender inflection, albeit more rarely",Not Question,
" The most important one is the addition of -o- before certain consonant groups, a phonetic phenomenon that does not affect feminine forms: el pols/els polsos (""the pulse""/""the pulses"") vs.",Not Question,
" la pols/les pols (""the dust""/""the dusts"")",Not Question,
"The inflection of determinatives is complex, specially because of the high number of elisions, but is similar to the neighboring languages. Catalan has more contractions of preposition + article than Spanish, like dels (""of + the [plural]""), but not as many as Italian (which has sul, col, nel, etc.).",Not Question,
"Central Catalan has abandoned almost completely unstressed possessives (mon, etc.",Not Question,
") in favour of constructions of article + stressed forms (el meu, etc",Not Question,
"), a feature shared with Italian",Not Question,
"The morphology of Catalan personal pronouns is complex, specially in unstressed forms, which are numerous (13 distinct forms, compared to 11 in Spanish or 9 in Italian)",Not Question,
  Features include the gender-neutral ho and the great degree of freedom when combining different unstressed pronouns (65 combinations),Not Question,
"Catalan pronouns exhibit T–V distinction, like all other Romance languages (and most European languages, but not Modern English)",Not Question,
 This feature implies the use of a different set of second person pronouns for formality,Not Question,
"This flexibility allows Catalan to use extraposition extensively, much more than French or Spanish",Not Question,
" Thus, Catalan can have m'hi recomanaren (""they recommended me to him""), whereas in French one must say ils m'ont recommandé à lui, and Spanish me recomendaron a él.",Not Question,
" This allows the placement of almost any nominal term as a sentence topic, without having to use so often the passive voice (as in French or English), or identifying the direct object with a preposition (as in Spanish).",Not Question,
"Like all the Romance languages, Catalan verbal inflection is more complex than the nominal.",Not Question,
" Suffixation is omnipresent, whereas morphological alternations play a secondary role",Not Question,
" Vowel alternances are active, as well as infixation and suppletion.",Not Question,
" However, these are not as productive as in Spanish, and are mostly restricted to irregular verbs",Not Question,
"The Catalan verbal system is basically common to all Western Romance, except that most dialects have replaced the synthetic indicative perfect with a periphrastic form of anar (""to go"") + infinitive.",Not Question,
"Catalan verbs are traditionally divided into three conjugations, with vowel themes -a-, -e-, -i-, the last two being split into two subtypes. However, this division is mostly theoretical. Only the first conjugation is nowadays productive (with about 3500 common verbs), whereas the third (the subtype of servir, with about 700 common verbs) is semiproductive. The verbs of the second conjugation are fewer than 100, and it is not possible to create new ones, except by compounding.",Not Question,
"In Spain, every person officially has two surnames, one of which is the father's first surname and the other is the mother's first surname.",Not Question,
" The law contemplates the possibility of joining both surnames with the Catalan conjunction i (""and"")",Not Question,
"Boston (pronounced i/ˈbɒstən/) is the capital and largest city of the Commonwealth of Massachusetts in the United States. Boston also served as the historic county seat of Suffolk County until Massachusetts disbanded county government in 1999. The city proper covers 48 square miles (124 km2) with an estimated population of 655,884 in 2014, making it the largest city in New England and the 24th largest city in the United States. The city is the economic and cultural anchor of a substantially larger metropolitan area called Greater Boston, home to 4.7 million people and the tenth-largest metropolitan statistical area in the country. Greater Boston as a commuting region is home to 8.1 million people, making it the sixth-largest combined statistical area in the United States.",Not Question,
"One of the oldest cities in the United States, Boston was founded on the Shawmut Peninsula in 1630 by Puritan settlers from England. It was the scene of several key events of the American Revolution, such as the Boston Massacre, the Boston Tea Party, the Battle of Bunker Hill, and the Siege of Boston. Upon American independence from Great Britain, the city continued to be an important port and manufacturing hub, as well as a center for education and culture. Through land reclamation and municipal annexation, Boston has expanded beyond the original peninsula. Its rich history attracts many tourists, with Faneuil Hall alone drawing over 20 million visitors per year. Boston's many firsts include the United States' first public school, Boston Latin School (1635), and first subway system (1897).",Not Question,
"The area's many colleges and universities make Boston an international center of higher education and medicine, and the city is considered to be a world leader in innovation",Not Question,
" Boston's economic base also includes finance, professional and business services, biotechnology, information technology, and government activities",Not Question,
" The city has one of the highest costs of living in the United States, though it remains high on world livability rankings",Not Question,
"Boston's early European settlers had first called the area Trimountaine (after its ""three mountains""—only traces of which remain today) but later renamed it Boston after Boston, Lincolnshire, England, the origin of several prominent colonists.",Not Question,
" The renaming, on September 7, 1630 (Old Style),[b] was by Puritan colonists from England, who had moved over from Charlestown earlier that year in quest of fresh water.",Not Question,
" Their settlement was initially limited to the Shawmut Peninsula, at that time surrounded by the Massachusetts Bay and Charles River and connected to the mainland by a narrow isthmus",Not Question,
 The peninsula is known to have been inhabited as early as 5000 BC.,Not Question,
"In 1629, the Massachusetts Bay Colony's first governor, John Winthrop, led the signing of the Cambridge Agreement, a key founding document of the city.",Not Question,
" Over the next 130 years, the city participated in four French and Indian Wars, until the British defeated the French and their native allies in North America.",Not Question,
 Boston was the largest town in British North America until Philadelphia grew larger in the mid 18th century,Not Question,
"Many of the crucial events of the American Revolution—the Boston Massacre, the Boston Tea Party, Paul Revere's midnight ride, the battles of Lexington and Concord and Bunker Hill, the Siege of Boston, and many others—occurred in or near Boston.",Not Question,
" After the Revolution, Boston's long seafaring tradition helped make it one of the world's wealthiest international ports, with rum, fish, salt, and tobacco being particularly important",Not Question,
"The Embargo Act of 1807, adopted during the Napoleonic Wars, and the War of 1812 significantly curtailed Boston's harbor activity",Not Question,
" Although foreign trade returned after these hostilities, Boston's merchants had found alternatives for their capital investments in the interim.",Not Question,
" Manufacturing became an important component of the city's economy, and by the mid-19th century, the city's industrial manufacturing overtook international trade in economic importance.",Not Question,
" Until the early 20th century, Boston remained one of the nation's largest manufacturing centers and was notable for its garment production and leather-goods industries",Not Question,
 A network of small rivers bordering the city and connecting it to the surrounding region facilitated shipment of goods and led to a proliferation of mills and factories,Not Question,
" Later, a dense network of railroads furthered the region's industry and commerce.",Not Question,
"During this period Boston flourished culturally as well, admired for its rarefied literary life and generous artistic patronage, with members of old Boston families—eventually dubbed Boston Brahmins—coming to be regarded as the nation's social and cultural elites.",Not Question,
"Boston was an early port of the Atlantic triangular slave trade in the New England colonies, but was soon overtaken by Salem, Massachusetts and Newport, Rhode Island. Eventually Boston became a center of the abolitionist movement. The city reacted strongly to the Fugitive Slave Law of 1850, contributing to President Franklin Pierce's attempt to make an example of Boston after the Anthony Burns Fugitive Slave Case.",Not Question,
"In 1822, the citizens of Boston voted to change the official name from ""the Town of Boston"" to ""the City of Boston"", and on March 4, 1822, the people of Boston accepted the charter incorporating the City",Not Question,
" At the time Boston was chartered as a city, the population was about 46,226, while the area of the city was only 4",Not Question,
7 square miles (12 km2).,Not Question,
"In the 1820s, Boston's population grew rapidly, and the city's ethnic composition changed dramatically with the first wave of European immigrants",Not Question,
" Irish immigrants dominated the first wave of newcomers during this period, especially following the Irish Potato Famine; by 1850, about 35,000 Irish lived in Boston.",Not Question,
" In the latter half of the 19th century, the city saw increasing numbers of Irish, Germans, Lebanese, Syrians, French Canadians, and Russian and Polish Jews settled in the city",Not Question,
" By the end of the 19th century, Boston's core neighborhoods had become enclaves of ethnically distinct immigrants—Italians inhabited the North End, Irish dominated South Boston and Charlestown, and Russian Jews lived in the West End",Not Question,
 Irish and Italian immigrants brought with them Roman Catholicism.,Not Question,
" Currently, Catholics make up Boston's largest religious community, and since the early 20th century, the Irish have played a major role in Boston politics—prominent figures include the Kennedys, Tip O'Neill, and John F",Not Question,
 Fitzgerald.,Not Question,
"Between 1631 and 1890, the city tripled its area through land reclamation by filling in marshes, mud flats, and gaps between wharves along the waterfront. The largest reclamation efforts took place during the 19th century; beginning in 1807, the crown of Beacon Hill was used to fill in a 50-acre (20 ha) mill pond that later became the Haymarket Square area. The present-day State House sits atop this lowered Beacon Hill. Reclamation projects in the middle of the century created significant parts of the South End, the West End, the Financial District, and Chinatown. After The Great Boston Fire of 1872, workers used building rubble as landfill along the downtown waterfront. During the mid-to-late 19th century, workers filled almost 600 acres (2.4 km2) of brackish Charles River marshlands west of Boston Common with gravel brought by rail from the hills of Needham Heights. The city annexed the adjacent towns of South Boston (1804), East Boston (1836), Roxbury (1868), Dorchester (including present day Mattapan and a portion of South Boston) (1870), Brighton (including present day Allston) (1874), West Roxbury (including present day Jamaica Plain and Roslindale) (1874), Charlestown (1874), and Hyde Park (1912). Other proposals, for the annexation of Brookline, Cambridge, and Chelsea, were unsuccessful.",Not Question,
"By the early and mid-20th century, the city was in decline as factories became old and obsolete, and businesses moved out of the region for cheaper labor elsewhere.",Not Question,
" Boston responded by initiating various urban renewal projects under the direction of the Boston Redevelopment Authority (BRA), which was established in 1957.",Not Question,
" In 1958, BRA initiated a project to improve the historic West End neighborhood",Not Question,
 Extensive demolition was met with vociferous public opposition.,Not Question,
"The BRA subsequently reevaluated its approach to urban renewal in its future projects, including the construction of Government Center",Not Question,
" In 1965, the first Community Health Center in the United States opened, the Columbia Point Health Center, in the Dorchester neighborhood.",Not Question,
" It mostly served the massive Columbia Point public housing complex adjoining it, which was built in 1953",Not Question,
 The health center is still in operation and was rededicated in 1990 as the Geiger-Gibson Community Health Center.,Not Question,
 The Columbia Point complex itself was redeveloped and revitalized into a mixed-income community called Harbor Point Apartments from 1984 to 1990,Not Question,
" By the 1970s, the city's economy boomed after 30 years of economic downturn.",Not Question,
 A large number of high rises were constructed in the Financial District and in Boston's Back Bay during this time period.,Not Question,
 This boom continued into the mid-1980s and later began again.,Not Question,
" Hospitals such as Massachusetts General Hospital, Beth Israel Deaconess Medical Center, and Brigham and Women's Hospital lead the nation in medical innovation and patient care",Not Question,
" Schools such as Boston College, Boston University, the Harvard Medical School, Northeastern University, Wentworth Institute of Technology, Berklee College of Music and Boston Conservatory attract students to the area",Not Question,
" Nevertheless, the city experienced conflict starting in 1974 over desegregation busing, which resulted in unrest and violence around public schools throughout the mid-1970s",Not Question,
"Boston is an intellectual, technological, and political center but has lost some important regional institutions, including the acquisition of The Boston Globe by The New York Times, and the loss to mergers and acquisitions of local financial institutions such as FleetBoston Financial, which was acquired by Charlotte-based Bank of America in 2004.",Not Question,
 Boston-based department stores Jordan Marsh and Filene's have both been merged into the Cincinnati–based Macy's.,Not Question,
" Boston has experienced gentrification in the latter half of the 20th century, with housing prices increasing sharply since the 1990s",Not Question,
" Living expenses have risen, and Boston has one of the highest costs of living in the United States, and was ranked the 129th most expensive major city in the world in a 2011 survey of 214 cities.",Not Question,
" Despite cost of living issues, Boston ranks high on livability ratings, ranking 36th worldwide in quality of living in 2011 in a survey of 221 major cities",Not Question,
"On April 15, 2013, two Chechen Islamist brothers exploded two bombs near the finish line of the Boston Marathon, killing three people and injuring roughly 264",Not Question,
"Boston has an area of 89.6 square miles (232.1 km2)—48.4 square miles (125.4 km2) (54.0%) of land and 41.2 square miles (106.7 km2) (46.0%) of water. The city's official elevation, as measured at Logan International Airport, is 19 ft (5.8 m) above sea level. The highest point in Boston is Bellevue Hill at 330 feet (100 m) above sea level, and the lowest point is at sea level. Situated onshore of the Atlantic Ocean, Boston is the only state capital in the contiguous United States with an oceanic coastline.",Not Question,
"Boston is surrounded by the ""Greater Boston"" region and is contiguously bordered by the cities and towns of Winthrop, Revere, Chelsea, Everett, Somerville, Cambridge, Newton, Brookline, Needham, Dedham, Canton, Milton, and Quincy.",Not Question,
" The Charles River separates Boston from Watertown and the majority of Cambridge, and the mass of Boston from its own Charlestown neighborhood",Not Question,
" To the east lie Boston Harbor and the Boston Harbor Islands National Recreation Area (which includes part of the city's territory, specifically Calf Island, Gallops Island, Great Brewster Island, Green Island, Little Brewster Island, Little Calf Island, Long Island, Lovells Island, Middle Brewster Island, Nixes Mate, Outer Brewster Island, Rainsford Island, Shag Rocks, Spectacle Island, The Graves, and Thompson Island).",Not Question,
 The Neponset River forms the boundary between Boston's southern neighborhoods and the city of Quincy and the town of Milton.,Not Question,
" The Mystic River separates Charlestown from Chelsea and Everett, and Chelsea Creek and Boston Harbor separate East Boston from Boston proper.",Not Question,
"Boston is sometimes called a ""city of neighborhoods"" because of the profusion of diverse subsections; the city government's Office of Neighborhood Services has officially designated 23 neighborhoods.",Not Question,
"More than two-thirds of inner Boston's modern land area did not exist when the city was founded, but was created via the gradual filling in of the surrounding tidal areas over the centuries, notably with earth from the leveling or lowering of Boston's three original hills (the ""Trimountain"", after which Tremont Street is named), and with gravel brought by train from Needham to fill the Back Bay.",Not Question,
" Downtown and its immediate surroundings consists largely of low-rise (often Federal style and Greek Revival) masonry buildings, interspersed with modern highrises, notably in the Financial District, Government Center, and South Boston",Not Question,
" Back Bay includes many prominent landmarks, such as the Boston Public Library, Christian Science Center, Copley Square, Newbury Street, and New England's two tallest buildings—the John Hancock Tower and the Prudential Center",Not Question,
" Near the John Hancock Tower is the old John Hancock Building with its prominent illuminated beacon, the color of which forecasts the weather",Not Question,
 Smaller commercial areas are interspersed among areas of single-family homes and wooden/brick multi-family row houses.,Not Question,
 The South End Historic District is the largest surviving contiguous Victorian-era neighborhood in the US.,Not Question,
" The geography of downtown and South Boston was particularly impacted by the Central Artery/Tunnel Project (known unofficially as the ""Big Dig""), which allowed for the removal of the unsightly elevated Central Artery and the incorporation of new green spaces and open areas",Not Question,
"Boston has a continental climate with some maritime influence, and using the −3 °C (27 °F) coldest month (January) isotherm, the city lies within the transition zone from a humid subtropical climate (Köppen Cfa) to a humid continental climate (Köppen Dfa), although the suburbs north and west of the city are significantly colder in winter and solidly fall under the latter categorization; the city lies at the transition between USDA plant hardiness zones 6b (most of the city) and 7a (Downtown, South Boston, and East Boston neighborhoods). Summers are typically warm to hot, rainy, and humid, while winters oscillate between periods of cold rain and snow, with cold temperatures. Spring and fall are usually mild, with varying conditions dependent on wind direction and jet stream positioning. Prevailing wind patterns that blow offshore minimize the influence of the Atlantic Ocean. The hottest month is July, with a mean temperature of 73.4 °F (23.0 °C). The coldest month is January, with a mean of 29.0 °F (−1.7 °C). Periods exceeding 90 °F (32 °C) in summer and below freezing in winter are not uncommon but rarely extended, with about 13 and 25 days per year seeing each, respectively. The most recent sub-0 °F (−18 °C) reading occurring on February 14, 2016 when the temperature dipped down to −9 °F (−23 °C), the coldest reading since 1957. In addition, several decades may pass between 100 °F (38 °C) readings, with the most recent such occurrence on July 22, 2011 when the temperature reached 103 °F (39 °C). The city's average window for freezing temperatures is November 9 through April 5.[c] Official temperature records have ranged from −18 °F (−28 °C) on February 9, 1934, up to 104 °F (40 °C) on July 4, 1911; the record cold daily maximum is 2 °F (−17 °C) on December 30, 1917, while, conversely, the record warm daily minimum is 83 °F (28 °C) on August 2, 1975.",Not Question,
"Boston's coastal location on the North Atlantic moderates its temperature, but makes the city very prone to Nor'easter weather systems that can produce much snow and rain.",Not Question,
 The city averages 43,Not Question,
"8 inches (1,110 mm) of precipitation a year, with 43",Not Question,
8 inches (111 cm) of snowfall per season.,Not Question,
 Snowfall increases dramatically as one goes inland away from the city (especially north and west of the city)—away from the moderating influence of the ocean,Not Question,
" Most snowfall occurs from December through March, as most years see no measurable snow in April and November, and snow is rare in May and October",Not Question,
" There is also high year-to-year variability in snowfall; for instance, the winter of 2011–12 saw only 9.",Not Question,
3 in (23.,Not Question,
"6 cm) of accumulating snow, but the previous winter, the corresponding figure was 81.",Not Question,
0 in (2,Not Question,
06 m),Not Question,
"Fog is fairly common, particularly in spring and early summer, and the occasional tropical storm or hurricane can threaten the region, especially in late summer and early autumn. Due to its situation along the North Atlantic, the city often receives sea breezes, especially in the late spring, when water temperatures are still quite cold and temperatures at the coast can be more than 20 °F (11 °C) colder than a few miles inland, sometimes dropping by that amount near midday. Thunderstorms occur from May to September, that are occasionally severe with large hail, damaging winds and heavy downpours. Although downtown Boston has never been struck by a violent tornado, the city itself has experienced many tornado warnings. Damaging storms are more common to areas north, west, and northwest of the city. Boston has a relatively sunny climate for a coastal city at its latitude, averaging over 2,600 hours of sunshine per annum.",Not Question,
"In 2010, Boston was estimated to have 617,594 residents (a density of 12,200 persons/sq mile, or 4,700/km2) living in 272,481 housing units— a 5% population increase over 2000.",Not Question,
 The city is the third most densely populated large U,Not Question,
 city of over half a million residents,Not Question,
 Some 1.,Not Question,
"2 million persons may be within Boston's boundaries during work hours, and as many as 2 million during special events",Not Question,
" This fluctuation of people is caused by hundreds of thousands of suburban residents who travel to the city for work, education, health care, and special events.",Not Question,
"In the city, the population was spread out with 21.",Not Question,
"9% at age 19 and under, 14.",Not Question,
"3% from 20 to 24, 33",Not Question,
"2% from 25 to 44, 20",Not Question,
"4% from 45 to 64, and 10.",Not Question,
1% who were 65 years of age or older,Not Question,
 The median age was 30.,Not Question,
8 years.,Not Question,
" For every 100 females, there were 92",Not Question,
0 males,Not Question,
" For every 100 females age 18 and over, there were 89.",Not Question,
9 males.,Not Question,
" There were 252,699 households, of which 20.",Not Question,
"4% had children under the age of 18 living in them, 25.",Not Question,
"5% were married couples living together, 16",Not Question,
"3% had a female householder with no husband present, and 54.",Not Question,
0% were non-families,Not Question,
37,Not Question,
1% of all households were made up of individuals and 9,Not Question,
0% had someone living alone who was 65 years of age or older,Not Question,
 The average household size was 2,Not Question,
26 and the average family size was 3.,Not Question,
"The median household income in Boston was $51,739, while the median income for a family was $61,035",Not Question,
" Full-time year-round male workers had a median income of $52,544 versus $46,540 for full-time year-round female workers.",Not Question,
" The per capita income for the city was $33,158.",Not Question,
21,Not Question,
4% of the population and 16.,Not Question,
0% of families are below the poverty line,Not Question,
" Of the total population, 28",Not Question,
8% of those under the age of 18 and 20,Not Question,
4% of those 65 and older were living below the poverty line,Not Question,
"In 1950, whites represented 94.7% of Boston's population. From the 1950s to the end of the 20th century, the proportion of non-Hispanic whites in the city declined; in 2000, non-Hispanic whites made up 49.5% of the city's population, making the city majority-minority for the first time. However, in recent years the city has experienced significant gentrification, in which affluent whites have moved into formerly non-white areas. In 2006, the US Census Bureau estimated that non-Hispanic whites again formed a slight majority. But as of 2010, in part due to the housing crash, as well as increased efforts to make more affordable housing more available, the minority population has rebounded. This may also have to do with an increased Latino population and more clarity surrounding US Census statistics, which indicate a Non-Hispanic White population of 47 percent (some reports give slightly lower figures).",Not Question,
"People of Irish descent form the largest single ethnic group in the city, making up 15",Not Question,
"8% of the population, followed by Italians, accounting for 8",Not Question,
3% of the population.,Not Question,
" People of West Indian and Caribbean ancestry are another sizable group, at 6",Not Question,
"0%, about half of whom are of Haitian ancestry",Not Question,
" Over 27,000 Chinese Americans made their home in Boston city proper in 2013, and the city hosts a growing Chinatown accommodating heavily traveled Chinese-owned bus lines to and from Chinatown, Manhattan.",Not Question,
" Some neighborhoods, such as Dorchester, have received an influx of people of Vietnamese ancestry in recent decades.",Not Question,
 Neighborhoods such as Jamaica Plain and Roslindale have experienced a growing number of Dominican Americans.,Not Question,
" The city and greater area also has a growing immigrant population of South Asians, including the tenth-largest Indian community in the country",Not Question,
"The city has a sizable Jewish population with an estimated 25,000 Jews within the city and 227,000 within the Boston metro area; the number of congregations in Boston is estimated at 22.",Not Question,
 The adjacent communities of Brookline and Newton are both approximately one-third Jewish.,Not Question,
"The city, especially the East Boston neighborhood, has a significant Hispanic community.",Not Question,
" Hispanics in Boston are mostly of Puerto Rican (30,506 or 4",Not Question,
"9% of total city population), Dominican (25,648 or 4.",Not Question,
"2% of total city population), Salvadoran (10,850 or 1",Not Question,
"8% of city population), Colombian (6,649 or 1.",Not Question,
"1% of total city population), Mexican (5,961 or 1",Not Question,
"0% of total city population), and Guatemalan (4,451 or 0",Not Question,
7% of total city population) ethnic origin,Not Question,
" When including all Hispanic national origins, they number 107,917.",Not Question,
" In Greater Boston, these numbers grow significantly with Puerto Ricans numbering 175,000+, Dominicans 95,000+, Salvadorans 40,000+, Guatemalans 31,000+, Mexicans 25,000+, and Colombians numbering 22,000+.",Not Question,
"According to a 2014 study by the Pew Research Center, 57% of the population of the city identified themselves as Christians, with 25% professing attendance at a variety of churches that could be considered Protestant, and 29% professing Roman Catholic beliefs. while 33% claim no religious affiliation. The same study says that other religions (including Judaism, Buddhism, Islam, and Hinduism) collectively make up about 10% of the population.",Not Question,
"As of 2010 the Catholic Church had the highest number of adherents as a single denomination in the Boston-Cambridge-Newton Metro area, with more than two million members and 339 churches, followed by the Episcopal Church with 58,000 adherents in 160 churches. The United Church of Christ had 55,000 members and 213 churches. The UCC is the successor of the city's Puritan religious traditions. Old South Church in Boston is one of the oldest congregations in the United States. It was organized in 1669 by dissenters from the First Church in Boston (1630). Notable past members include Samuel Adams, William Dawes, Benjamin Franklin, Samuel Sewall, and Phillis Wheatley. In 1773, Adams gave the signals from the Old South Meeting House that started the Boston Tea Party.",Not Question,
"A global city, Boston is placed among the top 30 most economically powerful cities in the world. Encompassing $363 billion, the Greater Boston metropolitan area has the sixth-largest economy in the country and 12th-largest in the world.",Not Question,
Boston's colleges and universities have a significant effect on the regional economy,Not Question,
" Boston attracts more than 350,000 college students from around the world, who contribute more than $4",Not Question,
8 billion annually to the city's economy,Not Question,
 The area's schools are major employers and attract industries to the city and surrounding region,Not Question,
" The city is home to a number of technology companies and is a hub for biotechnology, with the Milken Institute rating Boston as the top life sciences cluster in the country.",Not Question,
 Boston receives the highest absolute amount of annual funding from the National Institutes of Health of all cities in the United States,Not Question,
"The city is considered highly innovative for a variety of reasons, including the presence of academia, access to venture capital, and the presence of many high-tech companies. The Route 128 corridor and Greater Boston continue to be a major center for venture capital investment, and high technology remains an important sector.",Not Question,
"Tourism also composes a large part of Boston's economy, with 21.",Not Question,
2 million domestic and international visitors spending $8.,Not Question,
"3 billion in 2011; excluding visitors from Canada and Mexico, over 1.",Not Question,
"4 million international tourists visited Boston in 2014, with those from China and the United Kingdom leading the list",Not Question,
 Boston's status as a state capital as well as the regional home of federal agencies has rendered law and government to be another major component of the city's economy,Not Question,
 The city is a major seaport along the United States' East Coast and the oldest continuously operated industrial and fishing port in the Western Hemisphere.,Not Question,
